name,certificate,distribution,score,amount,Date,Extra,duration
Casanova & Co. (1977),USA:R,0012110000,4.7,285,USA:March-1979,,100
Casanova in Burlesque (1944),USA:Approved,.0.10321.0,6.2,20,USA:19-February-1944,,74
Cashback (2006),USA:R,0000012210,7.2,76620,USA:20-April-2007,(NewportBeachInternationalFilmFestival),102
Cashback (2006),USA:R,0000012210,7.2,76620,USA:5-June-2007,(SeattleInternationalFilmFestival),102
Cashback (2006),USA:R,0000012210,7.2,76620,USA:20-July-2007,(limited),102
Casi divas (2008),USA:PG-13,0000112101,6.2,600,USA:21-August-2009,(limited),107
Cast a Giant Shadow (1966),USA:Approved,0000122100,6.4,2321,USA:30-March-1966,,138
Catacombs (2007),USA:R,0011110000,4.6,7592,USA:19-February-2008,(DVDpremiere),100
Catch the Black Sunshine (1972),USA:PG,41001000.2,4.1,57,USA:1974,,91
Catch the Heat (1987),USA:R,0011210000,4.7,133,USA:October-1987,,87
Catch the Heat (1987),USA:R,0011210000,4.7,133,USA:October-1987,,88
Catch Your Mind (2008),USA:PG,311.00.002,4.6,59,USA:3-October-2008,(limited),100
Catch Your Mind (2008),USA:PG,311.00.002,4.6,59,USA:2-June-2009,(DVDpremiere),100
Cats & Dogs: The Revenge of Kitty Galore (2010),USA:PG,1011110000,4.3,11291,USA:30-July-2010,,82
Cats & Dogs: The Revenge of Kitty Galore (2010),USA:PG,1011110000,4.3,11291,USA:30-July-2010,,82
Cattle Call (2006),USA:R,1111100000,3.8,1019,USA:13-May-2008,,83
Cattle King (1963),USA:Approved,0001221000,5.7,284,USA:31-July-1963,,90
Cavale (2002),USA:R,0000012200,7.0,1072,USA:5-October-2002,(ChicagoInternationalFilmFestival),117
Cavedweller (2004),USA:R,0000121001,5.7,525,USA:4-May-2004,(TribecaFilmFestival),101
Cavedweller (2004),USA:R,0000121001,5.7,525,USA:16-October-2004,(WoodstockFilmFestival),101
Cavegirl (1985),USA:R,1111100000,3.7,603,USA:May-1985,,85
Celeste & Jesse Forever (2012),USA:R,0000023100,6.6,26184,USA:20-January-2012,(SundanceFilmFestival),92
Celeste & Jesse Forever (2012),USA:R,0000023100,6.6,26184,USA:3-August-2012,(limited),92
Celeste & Jesse Forever (2012),USA:R,0000023100,6.6,26184,USA:12-October-2012,(NewHampshireFilmFestival),92
Cha-Cha-Cha Boom! (1956),USA:Approved,0011211..0,5.0,36,USA:2-October-1956,,78
Cha-Cha-Cha Boom! (1956),USA:Passed,0011211..0,5.0,36,USA:2-October-1956,,78
Cha shou (1981),USA:R,0000012201,7.2,435,USA:December-1982,,92
Chain Letter (2009),USA:R,1111110000,4.2,4605,USA:1-October-2010,(limited),96
Chain of Fools (2000),USA:R,0000122100,6.1,3595,USA:22-September-2000,,98
Chained Heat (1983),USA:R,0011100000,4.8,1776,USA:27-May-1983,,98
Chained Heat (1983),USA:R,0011100000,4.8,1776,USA:27-May-1983,,95
Chained Heat (1983),USA:R,0011100000,4.8,1776,USA:27-May-1983,,88
Chained Heat II (1993),USA:R,2110000000,2.8,756,USA:25-August-1993,(videopremiere),99
Chained Heat II (1993),USA:R,2110000000,2.8,756,USA:March-1993-,(AmericanFilmMarket),99
Chairman of the Board (1998),USA:PG-13,5100000001,2.3,5379,USA:13-March-1998,(limited),95
Chaiya (2007),USA:R,0000121100,6.3,634,USA:18-September-2008,(AustinFantasticFest),116
Chaiya (2007),USA:R,0000121100,6.3,634,USA:12-April-2011,(DVDpremiere),116
Champagne Charlie (1944),USA:Approved,.000022100,6.7,209,USA:6-August-1948,,72
Chandni Chowk to China (2009),USA:PG-13,1111100001,4.0,6533,USA:5-May-2009,(DVDpremiere),154
Chandni Chowk to China (2009),USA:PG-13,1111100001,4.0,6533,USA:16-January-2009,,154
Chanel Solitaire (1981),USA:R,0001111001,5.7,204,USA:1984-,(video-premiere),107
Chao ji ji hua (1993),USA:R,0000122000,6.2,3164,USA:5-January-2007,(TVpremiere),93
Chao ji ji hua (1993),USA:R,0000122000,6.2,3164,USA:21-December-1999,(DVDpremiere),93
Chapter 27 (2007),USA:R,0000121000,5.7,9227,USA:8-June-2007,(WaterfrontFilmFestival),100
Chapter 27 (2007),USA:R,0000121000,5.7,9227,USA:28-March-2008,(limited),100
Chapter 27 (2007),USA:R,0000121000,5.7,9227,USA:25-January-2007,(SundanceFilmFestival),100
Charlie Chan in Egypt (1935),USA:Approved,0000012111,7.1,1536,USA:21-June-1935,,72
Charlie Chan in The Chinese Cat (1944),USA:Approved,0000011112,7.1,1115,USA:20-May-1944,,66
Charlie St. Cloud (2010),USA:PG-13,0000122101,6.5,51299,USA:30-July-2010,,99
Charlie Valentine (2009),USA:R,0000111001,5.5,563,USA:July-2009-,(ActionOnFilmInternationalFilmFestival),96
Charlie Valentine (2009),USA:R,0000111001,5.5,563,USA:November-2009-,(RedRockFilmFestival),96
Charlie Valentine (2009),USA:R,0000111001,5.5,563,USA:September-2009-,(CinemaCityInternationalFilmFestival),96
Charlie Valentine (2009),USA:R,0000111001,5.5,563,USA:April-2010-,(NewportBeachInternationalFilmFestival),96
Charlie Valentine (2009),USA:R,0000111001,5.5,563,USA:19-October-2010,(DVDpremiere),96
Charlie Valentine (2009),USA:R,0000111001,5.5,563,USA:September-2009-,(IdahoInternationalFilmFestival),96
Charlie Valentine (2009),USA:R,0000111001,5.5,563,USA:November-2009-,(OrlandoFilmFestival),96
Charlie Valentine (2009),USA:R,0000111001,5.5,563,USA:September-2009-,(BostonFilmFestival),96
Chasing Ghosts (2005),USA:R,0000221000,5.5,1268,USA:14-March-2006,(DVDpremiere),109
Chasing Ghosts: Beyond the Arcade (2007),USA:R,0000013201,7.1,1237,USA:19-January-2007,(SundanceFilmFestival),90
Chasing Ghosts: Beyond the Arcade (2007),USA:R,0000013201,7.1,1237,USA:June-2007-,(LosAngelesFilmFestival),90
Chasing Ghosts: Beyond the Arcade (2007),USA:R,0000013201,7.1,1237,USA:13-October-2007,(AustinFilmFestival),90
Chasing Liberty (2004),USA:PG-13,0000121100,6.1,32180,USA:9-January-2004,,111
Chasing Mavericks (2012),USA:PG,0000012211,7.2,27345,USA:26-October-2012,,116
Chasing Robert (2007),USA:R,4.1......4,5.1,7,USA:17-July-2007,(internet),89
Chasing Robert (2007),USA:R,4.1......4,5.1,7,USA:7-December-2008,,89
Chasing Robert (2007),USA:R,4.1......4,5.1,7,USA:2009-,(new-cut),89
Chasing Robert (2007),USA:R,4.1......4,5.1,7,USA:17-July-2007,(MontréalComedyFestival),89
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:29-November-2013,(AfricanDiasporaInternationalFilmFestival),112
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:3-February-2014,(DVDandBlu-raypremiere),112
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:16-October-2013,(OrlandoFilmFestival),112
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:26-April-2013,(FirstGlanceFilmFestival),112
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:April-2013-,(WorldFest-HoustonInternationalFilmFestival),112
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:19-September-2013,(BreckenridgeFilmFestival),112
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:March-2013-,(SouthbySouthwestFilmFestival),112
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:11-April-2013,(DallasInternationalFilmFestival),112
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:27-May-2013,(BigIslandFilmFestival),112
Chasing Shakespeare (2013),USA:PG,0000000024,6.2,273,USA:1-November-2013,(AmericanIndianFilmFestival),112
Che? (1972),USA:R,0000121100,5.8,2847,USA:3-October-1973,,112
Cheaters (1934),USA:Passed,1.....31.3,7.2,6,USA:11-May-1934,,65
Checkered Flag or Crash (1977),USA:PG,1011100001,4.6,105,USA:March-1978,,95
Cheerleader Ninjas (2002),USA:R,4100000000,2.3,901,USA:15-September-2002,(SilverlakeFilmFestival),96
Cheerleader Ninjas (2002),USA:R,4100000000,2.3,901,USA:25-November-2003,,96
Cheerleader Ninjas (2002),USA:R,4100000000,2.3,901,USA:14-June-2002,(SanAntonioFilmFestival),96
Cheerleader Ninjas (2002),USA:R,4100000000,2.3,901,USA:13-September-2002,(MelbourneIndependentFilmmakersFestival),96
Chère inconnue (1980),USA:PG,0000012211,7.2,245,USA:October-1980-,(ChicagoInternationalFilmFestival),112
Chéri (2009),USA:R,0000122100,6.2,9441,USA:17-July-2009,,92
Chéri (2009),USA:R,0000122100,6.2,9441,USA:17-July-2009,,86
Chéri (2009),USA:R,0000122100,6.2,9441,USA:26-June-2009,(limited),92
Chéri (2009),USA:R,0000122100,6.2,9441,USA:26-June-2009,(limited),86
Chi bi (2008),USA:R,0000012211,7.4,39429,USA:16-October-2009,(MillValleyFilmFestival),148
Chi bi (2008),USA:R,0000012211,7.4,39429,USA:9-October-2009,(ChicagoInternationalFilmFestival),148
Chi bi (2008),USA:R,0000012211,7.4,39429,USA:22-October-2009,(AustinFilmFestival),148
Chi bi (2008),USA:R,0000012211,7.4,39429,USA:25-November-2009,(limited),148
Chi bi (2008),USA:R,0000012211,7.4,39429,USA:12-March-2010,(MilwaukeeFilmFestivalWinterEdition),148
Chi bi (2008),USA:R,0000012211,7.4,39429,USA:4-December-2009,,148
Chi sei? (1974),USA:R,0011110000,4.4,1174,USA:31-July-1975,,99
Chicago 10 (2007),USA:R,0000001211,7.4,1128,USA:October-2007-,(ChicagoInternationalFilmFestival),110
Chicago 10 (2007),USA:R,0000001211,7.4,1128,USA:11-October-2007,(AustinFilmFestival),110
Chicago 10 (2007),USA:R,0000001211,7.4,1128,USA:22-October-2008,(TVpremiere),110
Chicago 10 (2007),USA:R,0000001211,7.4,1128,USA:18-January-2007,(SundanceFilmFestival),110
Chicago 10 (2007),USA:R,0000001211,7.4,1128,USA:29-February-2008,(limited),110
Chicago Cab (1997),USA:R,0000112101,6.6,1747,USA:14-March-1998,(SouthbySouthwestFilmFestival),96
Chicago Cab (1997),USA:R,0000112101,6.6,1747,USA:October-1997-,(ChicagoInternationalFilmFestival),96
Chicago Cab (1997),USA:R,0000112101,6.6,1747,USA:19-April-1998,(LosAngelesIndependentFilmFestival),96
Chicago Cab (1997),USA:R,0000112101,6.6,1747,USA:2-October-1998,,96
Chicago Overcoat (2009),USA:R,0000121101,6.2,764,USA:10-October-2009,(ChicagoInternationalFilmFestival),94
Chicago Overcoat (2009),USA:R,0000121101,6.2,764,USA:2010,,94
Chicks with Sticks (2004),USA:PG-13,0001211000,5.1,337,USA:25-October-2005,,86
Chik loh go yeung (1992),USA:R,0000121100,6.0,1906,USA:4-August-1995,,89
Chimpanzee (2012),USA:G,0000012201,7.2,5236,USA:31-March-2012,(PhoenixFilmFestival),78
Chimpanzee (2012),USA:G,0000012201,7.2,5236,USA:15-April-2012,(RiverRunInternationalFilmFestival),78
Chimpanzee (2012),USA:G,0000012201,7.2,5236,USA:20-April-2012,,78
China Girl (1942),USA:Approved,0000122100,6.3,387,USA:9-December-1942,,95
China Venture (1953),USA:Approved,00012200.0,5.1,67,USA:7-September-1953,,83
Chinatown at Midnight (1949),USA:Approved,0001113100,6.2,47,USA:17-November-1949,,67
Chinatown at Midnight (1949),USA:Passed,0001113100,6.2,47,USA:17-November-1949,,67
Choker (2005),USA:R,2110000000,2.7,301,USA:19-March-2005,(OtherVeniceFilmFestival),93
Choker (2005),USA:R,2110000000,2.7,301,USA:10-October-2006,,93
Chooch (2003),USA:R,2011100000,4.0,67,USA:24-April-2003,(BackEastPictureShow),81
Chooch (2003),USA:R,2011100000,4.0,67,USA:27-August-2004,(limited),81
Chooch (2003),USA:R,2011100000,4.0,67,USA:26-July-2005,(DVDpremiere),81
Chopping Mall (1986),USA:R,0001121000,5.6,7360,USA:21-March-1986,,95
Chosen Survivors (1974),USA:PG,0001221000,5.6,515,USA:24-May-1974,,99
Christmas Carol: The Movie (2001),USA:PG,0001121001,5.6,1481,USA:7-October-2003,(videopremiere),77
Christmas Cottage (2008),USA:PG,0000011102,6.6,2009,USA:11-November-2008,,96
Christmas in Compton (2012),USA:PG-13,2010110001,4.3,165,USA:9-November-2012,,93
Christmas in July (1940),USA:Passed,0000002311,7.6,2605,USA:25-October-1940,,67
Christmas in July (1940),USA:Approved,0000002311,7.6,2605,USA:25-October-1940,,67
Christmas Mountain (1981),USA:G,0000100104,7.6,52,USA:1981,,90
Chronicle (2012),USA:PG-13,0000013200,7.1,218220,USA:3-February-2012,,84
Chronicle (2012),USA:PG-13,0000013200,7.1,218220,USA:3-February-2012,,89
Chu Chin Chow (1934),USA:Approved,0000121101,6.2,100,USA:21-September-1934,,95
Chu Chin Chow (1934),USA:Approved,0000121101,6.2,100,USA:21-September-1934,,76
Chu Chin Chow (1934),USA:Passed,0000121101,6.2,100,USA:1-May-1953,(retitledreissue),95
Chu Chin Chow (1934),USA:Passed,0000121101,6.2,100,USA:1-May-1953,(retitledreissue),76
Chu Chin Chow (1934),USA:Passed,0000121101,6.2,100,USA:October-1983-,(ChicagoInternationalFilmFestival),95
Chu Chin Chow (1934),USA:Passed,0000121101,6.2,100,USA:October-1983-,(ChicagoInternationalFilmFestival),76
Chu Chin Chow (1934),USA:Approved,0000121101,6.2,100,USA:October-1983-,(ChicagoInternationalFilmFestival),95
Chu Chin Chow (1934),USA:Approved,0000121101,6.2,100,USA:October-1983-,(ChicagoInternationalFilmFestival),76
Chu Chin Chow (1934),USA:Approved,0000121101,6.2,100,USA:1-May-1953,(retitledreissue),95
Chu Chin Chow (1934),USA:Approved,0000121101,6.2,100,USA:1-May-1953,(retitledreissue),76
Chu Chin Chow (1934),USA:Passed,0000121101,6.2,100,USA:21-September-1934,,95
Chu Chin Chow (1934),USA:Passed,0000121101,6.2,100,USA:21-September-1934,,76
Cielito lindo (2010),USA:R,2..1..0005,7.2,34,USA:18-June-2010,,91
Cinco de Mayo: La batalla (2013),USA:R,0000111101,6.2,763,USA:25-April-2013,(NewportBeachInternationalFilmFestival),125
Cinco de Mayo: La batalla (2013),USA:R,0000111101,6.2,763,USA:7-March-2013,(MiamiInternationalFilmFestival),125
Cinderella (1977),USA:R,0000111101,6.3,473,USA:May-1977,,94
Cinderella Swings It (1943),USA:Passed,..0.0.0501,7.7,12,USA:22-January-1943,,69
Cinderella Swings It (1943),USA:Approved,..0.0.0501,7.7,12,USA:22-January-1943,,69
Circe the Enchantress (1924),USA:Passed,..1.113..1,6.3,6,USA:6-October-1924,,74
Circuit (2001),USA:R,1000111001,5.2,1005,USA:25-October-2002,(PittsburghInternationalLesbianandGayFilmFestival),120
Circuit (2001),USA:R,1000111001,5.2,1005,USA:13-October-2001,(ReelAffirmationsInternationalGayandLesbianFilmFestival),120
Circuit (2001),USA:R,1000111001,5.2,1005,USA:13-July-2001,(LosAngelesOutfestGayandLesbianFilmFestival),120
Circus Maximus (2010),USA:R,1.01010102,6.2,24,USA:6-November-2010,(BigAppleFilmFestival),80
Circus Maximus (2010),USA:R,1.01010102,6.2,24,USA:13-September-2011,,80
Circus Maximus (2010),USA:R,1.01010102,6.2,24,USA:19-October-2010,(CMJFilmFestival),80
Cirque du Soleil: Worlds Away (2012),USA:PG,0000012101,6.8,7403,USA:21-December-2012,,91
City for Conquest (1940),USA:Approved,0000013210,7.3,1747,USA:13-April-1946,(re-release),98
City for Conquest (1940),USA:Approved,0000013210,7.3,1747,USA:21-September-1940,,98
City Girl (1930),USA:Passed,0000001311,7.9,2262,USA:16-February-1930,(silentversion),90
Civil Brand (2002),USA:R,0001110002,5.4,589,USA:29-August-2003,(limited),91
Civil Brand (2002),USA:R,0001110002,5.4,589,USA:11-April-2003,(PhiladelphiaInternationalFilmFestival),91
Civil Brand (2002),USA:R,0001110002,5.4,589,USA:10-November-2002,(AFIFilmFestival),91
Civil Brand (2002),USA:R,0001110002,5.4,589,USA:9-August-2002,(UrbanworldFilmFestival),91
Civil Brand (2002),USA:R,0001110002,5.4,589,USA:January-2003-,(SundanceFilmFestival),91
Civil Brand (2002),USA:R,0001110002,5.4,589,USA:26-May-2002,(AmericanBlackFilmFestival),91
Civil Brand (2002),USA:R,0001110002,5.4,589,USA:6-February-2003,(PanAfricanFilmFestival),91
Clancy of the Mounted (1933),USA:Passed,....2.242.,7.4,5,USA:27-February-1933,,225
Clancy Street Boys (1943),USA:Approved,0000000122,7.3,441,USA:1-June-1949,(re-release),89
Clancy Street Boys (1943),USA:Approved,0000000122,7.3,441,USA:23-April-1943,,89
Claustrophobia (2003),USA:R,2110000001,3.6,313,USA:14-December-2004,(videopremiere),79
Cleopatra (1963),USA:G,0000012201,7.0,24093,USA:25-April-2010,(TCMClassicFilmFestival),251
Cleopatra (1963),USA:G,0000012201,7.0,24093,USA:25-April-2010,(TCMClassicFilmFestival),320
Cleopatra (1963),USA:Approved,0000012201,7.0,24093,USA:25-April-2010,(TCMClassicFilmFestival),251
Cleopatra (1963),USA:Approved,0000012201,7.0,24093,USA:25-April-2010,(TCMClassicFilmFestival),320
Cleopatra Jones and the Casino of Gold (1975),USA:R,0001111000,5.7,671,USA:11-July-1975,,94
Clerks (1994),USA:R,0000001212,7.8,191979,USA:18-April-2009,(NashvilleFilmFestival),102
Clerks (1994),USA:R,0000001212,7.8,191979,USA:19-October-1994,(limited),102
Clerks (1994),USA:R,0000001212,7.8,191979,USA:November-1994-,(SinkingCreekFilmandVideoFestival),102
Clerks (1994),USA:R,0000001212,7.8,191979,USA:January-1994-,(SundanceFilmFestival),102
Clerks (1994),USA:R,0000001212,7.8,191979,USA:25-March-1994,(NewYorkNewDirectorsandNewFilmsFestival),102
Clerks (1994),USA:R,0000001212,7.8,191979,USA:October-1994-,(ChicagoInternationalFilmFestival),102
Client 9: The Rise and Fall of Eliot Spitzer (2010),USA:R,0000012310,7.4,1975,USA:30-September-2010,(WoodstockFilmFestival),117
Client 9: The Rise and Fall of Eliot Spitzer (2010),USA:R,0000012310,7.4,1975,USA:5-November-2010,(limited),117
Close Harmony (1929),USA:Passed,00....1131,7.5,13,USA:13-April-1929,,70
Closet Land (1991),USA:R,0000011112,7.2,2311,USA:6-March-1991,,89
Closing Escrow (2007),USA:PG,1000011001,5.5,471,USA:24-August-2007,(limited),93
Closing Escrow (2007),USA:PG,1000011001,5.5,471,USA:28-February-2007,(HBOUSComedyArtsFestival),93
Club Dread (2004),USA:R,0000121000,5.7,25170,USA:27-February-2004,,119
Club Dread (2004),USA:R,0000121000,5.7,25170,USA:16-February-2004,(TexasFilmFestival),119
Club Fed (1990),USA:PG-13,2110000000,3.3,214,USA:9-August-1990,,93
Coalition (2004),USA:R,20111110.1,4.6,49,USA:7-November-2006,,90
Coalition (2004),USA:R,20111110.1,4.6,49,USA:October-2004-,(premiere),90
Cocaine Cowboys (2006),USA:R,0000002311,7.9,11305,USA:3-November-2006,(limited),116
Cocaine Cowboys (2006),USA:R,0000002311,7.9,11305,USA:26-April-2006,(TribecaFilmFestival),116
Cocaine Cowboys (2006),USA:R,0000002311,7.9,11305,USA:26-April-2006,(TribecaFilmFestival),116
Cocaine Cowboys (2006),USA:R,0000002311,7.9,11305,USA:3-November-2006,(limited),116
Coco avant Chanel (2009),USA:PG-13,0000023100,6.7,34380,USA:6-November-2009,,111
Coco avant Chanel (2009),USA:PG-13,0000023100,6.7,34380,USA:25-September-2009,(limited),111
Code Blue (2010),USA:R,40.10..0.2,4.4,16,USA:11-September-2010,,93
Code Name: The Cleaner (2007),USA:PG-13,1011110000,4.5,10369,USA:5-January-2007,,91
Cold Heaven (1991),USA:R,0001110002,6.0,712,USA:January-1992-,(PalmSpringsInternationalFilmFestival),105
Cold Heaven (1991),USA:R,0001110002,6.0,712,USA:29-May-1992,,105
Cold Sweat (1993),USA:R,0011211000,4.9,383,USA:6-April-1994,(videopremiere),93
College (2008),USA:R,1001110000,4.6,11386,USA:29-August-2008,,94
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:10-May-2006,(VCFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:14-October-2006,(ReelAffirmations),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:13-October-2006,(SanDiegoAsianFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:24-June-2006,(SanFranciscoFramelineFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:29-April-2006,(DisOrientAsianAmericanFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:21-March-2006,(SanFranciscoInternationalAsianAmericanFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:22-June-2007,(limited),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:28-October-2006,(HawaiiFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:10-November-2006,(OlympiaFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:20-October-2006,(AustinFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:15-July-2006,(PhiladelphiaInternationalGayandLesbianFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:8-July-2006,(OutfestFilmFestival),100
Colma: The Musical (2006),USA:R,0000001211,6.6,415,USA:15-July-2006,(AsianAmericanFilmFestival),100
Color of Night (1994),USA:R,0001211000,5.1,19983,USA:19-August-1994,,140
Color of Night (1994),USA:R,0001211000,5.1,19983,USA:19-August-1994,,140
Color of the Cross (2006),USA:PG-13,3100000001,3.2,284,USA:10-November-2006,(limited),108
Color of the Cross 2: The Resurrection (2008),USA:PG,500.000.02,4.4,65,USA:5-March-2008,,85
Colors (1988),USA:R,0000023100,6.7,20690,USA:15-April-1988,(limited),127
Colors (1988),USA:R,0000023100,6.7,20690,USA:29-April-1988,,127
Comatose (2005),USA:R,610.....00,2.3,16,USA:26-August-2005,(BlackHarvestFestival),90
Combat Shock (1984),USA:R,0000111101,6.4,2111,USA:14-May-1986,,97
Combat Shock (1984),USA:R,0000111101,6.4,2111,USA:29-April-2015,(CinedelphiaFilmFestival),97
Comedian Harmonists (1997),USA:R,0000012211,7.2,2898,USA:12-March-1999,(limited),115
Comedian Harmonists (1997),USA:R,0000012211,7.2,2898,USA:13-February-1999,(PortlandInternationalFilmFestival),115
Comic Evangelists (2006),USA:G,2..00...06,7.3,18,USA:1-November-2006,(AFIFEST),75
